slug,cmc_rank,volume_24h,percent_change_7d,market_cap,'binance-smart-chain','collectibles-nfts','defi','mineable',circulating/total_supply,price
multivac,17.4025974025974,0.009185294744201279,12.661972034923528,0.09068525243687553,100.0,0.0,0.0,0.0,0.9841785523791603,0.018281771411426354
suku,17.439703153988866,0.0008339728802897004,10.582960729494673,0.09068839535699776,0.0,0.0,100.0,0.0,0.17425042147791367,0.5504472859569743
dego-finance,17.476808905380334,0.030501661260363338,14.315191255796783,0.09022803733575507,100.0,100.0,100.0,0.0,2.194893571598742,7.581028706574006
veruscoin,17.5139146567718,7.375641491396673e-05,13.324652614272301,0.08989968813794774,0.0,0.0,100.0,100.0,2.194893571598742,1.0070995240025056
keep3rv1,17.551020408163264,0.010740469725709838,12.63746000688887,0.08991316744253183,0.0,0.0,100.0,0.0,2.194893571598742,325.12391959248276
steem-dollars,17.58812615955473,0.013916942771695917,14.061764892389661,0.08743943566942147,0.0,0.0,0.0,0.0,2.194893571598742,6.958771995010842
contentos,17.625231910946194,0.012473296940766723,13.007997499303931,0.08912949886497865,0.0,0.0,0.0,0.0,0.7665867196458798,0.018533292968902
fio-protocol,17.662337662337663,0.018925781095636106,13.569724981176906,0.08907180594229305,0.0,100.0,0.0,0.0,0.9992550853167691,0.1805183651479118
singularitydao,17.699443413729128,0.015918862165082683,11.230166404305692,0.08864776087897978,0.0,0.0,100.0,0.0,0.500057488235017,2.8135100260095145
marlin,17.736549165120593,0.03700148215293267,13.037205607361912,0.08827167162800875,0.0,0.0,0.0,0.0,0.507907448665238,0.08662949829306575
refereum,17.773654916512058,0.012945746574201647,13.411908185291033,0.0878338552608779,0.0,0.0,0.0,0.0,2.19468727114195,0.012706360733319568
edgeware,17.810760667903523,0.0022973276642223634,16.257037462699074,0.08733339801445775,0.0,0.0,0.0,0.0,1.9796037209485977,0.010850646609970453
crustnetwork,17.84786641929499,0.006901722669846672,12.61485905613311,0.08790288883504382,0.0,0.0,0.0,0.0,0.22418287527573957,31.107039665276307
gny,17.884972170686456,0.0001751577496682637,13.289166662411194,0.08645000126375868,100.0,0.0,0.0,0.0,1.0555609421474985,0.3249906040835344
apenft,17.99628942486085,0.0777906108251952,11.864899390071209,0.08560802944360317,0.0,100.0,0.0,0.0,0.043794450027968314,3.09561626730705e-06
dock,18.03339517625232,0.009976415491725664,13.938833646524973,0.08466599347326272,0.0,0.0,0.0,0.0,1.8527759687248697,0.08421349099998175
burger-swap,18.070500927643785,0.015936006693339375,13.525288115961027,0.08420055064027994,100.0,0.0,100.0,0.0,2.1477496986782416,3.564202274652737
cargox,18.10760667903525,0.00031758144177329323,13.92007061377325,0.08380458865478452,0.0,0.0,0.0,0.0,2.117733691349989,0.2920040298825499
counterparty,18.144712430426715,0.0006975070592757905,13.344529002819748,0.08381579831017175,0.0,0.0,0.0,0.0,2.194893571598742,23.1897855953271
zenon,18.18181818181818,0.00018757113573427696,14.065481077677259,0.08243235955838372,0.0,0.0,0.0,100.0,1.948712284941994,9.753183263205726
dragonchain,18.256029684601113,0.0005929106036485303,13.574497690804181,0.08205017171360542,0.0,0.0,0.0,0.0,1.8752836913787498,0.16021294531097643
fc-barcelona-fan-token,18.29313543599258,0.010804505404226887,12.26683103230076,0.08220477439223624,0.0,0.0,0.0,0.0,0.19475485488132901,16.741968675250586
adx-net,18.330241187384043,0.017627986390929065,13.427388936058588,0.08202659705721263,100.0,0.0,0.0,0.0,2.061365606149462,0.45513321011581764
seedify-fund,18.36734693877551,0.008435718134511874,13.374666600330848,0.08145339076292415,100.0,0.0,0.0,0.0,0.3979330500311119,3.248457049663344
gomining-token,18.404452690166973,0.0025263422150822628,15.138259766163179,0.08138971993731733,100.0,0.0,0.0,0.0,1.7721629759040276,0.40070118822439493
covalent,18.441558441558442,0.014415699494009003,14.796048380523283,0.08088713955597089,0.0,0.0,100.0,0.0,0.10890926525748897,1.177842528325783
xsgd,18.478664192949907,0.0030014674981582615,12.949267256085747,0.08076781590351076,0.0,0.0,0.0,0.0,2.0889988458386393,0.7426611833454595
bytecoin-bcn,18.515769944341372,3.70246361665274e-05,15.342830156190313,0.08055301341848271,0.0,0.0,0.0,100.0,2.194893571598742,0.0003164937686067424
bepro-network,18.552875695732837,0.0035583081203928654,14.384113077781045,0.0797508131914617,0.0,0.0,100.0,0.0,1.4848094092476567,0.008525638219099725
glitch,18.589981447124302,0.0013754649584415306,14.62113876797617,0.0800478163358763,0.0,0.0,0.0,0.0,1.9576870748217334,0.7301778398976928
yield-app,18.62708719851577,0.0007258879918898711,13.367408702909824,0.07974464125520099,0.0,0.0,0.0,0.0,2.09884372806564,0.457342084038935
apollo-currency,18.664192949907235,0.007088299930387984,13.928092783982388,0.07887229317769573,0.0,0.0,0.0,0.0,2.194893571598742,0.0026950283858603245
phantasma,18.7012987012987,0.0019359914299590464,9.746764795741278,0.07878414544397812,0.0,100.0,0.0,0.0,2.194893571598742,0.5585110111464506
cudos,18.738404452690165,0.001390722852085882,15.865648048224651,0.07879265220500525,0.0,0.0,0.0,0.0,0.3870947456000133,0.032303051290454944
manchester-city-fan-token,18.77551020408163,0.003523025643167035,11.943786032179444,0.0788039215706834,0.0,0.0,0.0,0.0,0.38491267572791654,16.24538665884843
super-zero-protocol,18.8126159554731,0.0017972226824617156,10.821434955363912,0.07796606137589328,0.0,0.0,0.0,0.0,1.148631434367164,0.1710207306488479
alpha-quark-token,18.849721706864564,0.016777089786214797,13.569660104755688,0.07908867782847914,100.0,0.0,0.0,0.0,1.2491182939324434,3.3500111201322884
beam,18.88682745825603,0.013413527120461462,13.815169564371276,0.07789825394678493,0.0,0.0,100.0,100.0,2.194893571598742,0.5758599678949017
redfox-labs,18.96103896103896,0.0019202024819712316,13.243685366732894,0.07773282593395463,100.0,100.0,0.0,0.0,1.439814714044987,0.042847911571523865
rai,18.998144712430427,0.012978575532210308,13.120962991117645,0.07651333539078414,0.0,0.0,100.0,0.0,2.194893571598742,3.043667837449254
the-force-protocol,19.072356215213357,0.08193771249620832,13.260973159138668,0.07549783954005976,100.0,0.0,100.0,0.0,1.4036402947172804,0.08537682679820294
chainx,19.109461966604822,0.0024493681272350428,10.560447551724234,0.07512006802379155,0.0,0.0,0.0,0.0,2.194893571598742,4.833846071569489
btu-protocol,19.146567717996287,1.8337809847671712e-05,13.66115046443215,0.07496061710210986,0.0,0.0,0.0,0.0,1.9866806904883667,0.598929988126103
openocean,19.183673469387756,0.006083549903025617,15.147687557661053,0.0744064992766796,100.0,0.0,0.0,0.0,0.17327587772754793,0.6812436585045902
liquity,19.22077922077922,0.0006125961693302177,13.703655754934374,0.07423638771430484,0.0,0.0,100.0,0.0,0.2351783060379375,5.008629327608066
binaryx,19.257884972170686,0.007692677470565762,22.00869904051979,0.07413765761928916,100.0,0.0,0.0,0.0,1.8148546360725932,28.337756217140523
babyswap,19.29499072356215,0.039139163462994016,12.51613709842534,0.07390283220676519,100.0,100.0,100.0,0.0,0.18129845677642373,0.6467083361587016
metronome,19.332096474953616,0.00016247958570921029,14.06217984112541,0.07350473599805779,0.0,0.0,100.0,0.0,1.9847925543531302,4.374192941436393
proton,19.369202226345084,0.008722710040320002,17.70959116683559,0.07276729693377201,100.0,100.0,100.0,0.0,1.1618796285152906,0.009940999485019262
maro,19.40630797773655,0.002653038129820527,12.761633363120547,0.07234786988119099,0.0,0.0,0.0,0.0,1.1401088754174167,0.10590660611052051
belt,19.443413729128014,0.0025952766285517554,14.084178202559595,0.072414697280834,100.0,0.0,100.0,0.0,2.194893571598742,7.575248329111536
bounce-token,19.48051948051948,0.006810651198215768,11.933217810870623,0.07224137640150344,100.0,0.0,100.0,0.0,2.194893571598742,25.07019314438178
bitmart-token,19.628942486085343,0.016478913004313395,12.47499030415319,0.07200445181796752,0.0,0.0,0.0,0.0,0.5923629870353815,0.29976079580869225
axel,19.666048237476808,0.000417301456559997,13.121869577312541,0.07162589585997935,0.0,0.0,0.0,0.0,0.8018688492914993,0.18450264031197763
lattice-token,19.777365491651206,0.004619772243395993,9.348863954626301,0.07078605463543095,0.0,0.0,100.0,0.0,0.6288472256800791,1.7865879571902226
veritaseum,19.81447124304267,1.448011779598904e-06,13.881241514311364,0.07037478577144002,0.0,0.0,0.0,0.0,0.04707918804460294,23.676117936510128
atari-token,19.8886827458256,0.0008194215441682405,12.391450555684312,0.0696887887147509,0.0,100.0,0.0,0.0,0.985613588923857,0.05682238725793956
dextools,19.925788497217066,0.00046071678895296867,14.761553863042906,0.0695749473888228,0.0,0.0,0.0,0.0,1.4759099290614994,0.4989578082981718
paid-network,19.962894248608535,0.0005085044450261581,15.61075203315396,0.06945224486742395,0.0,0.0,0.0,0.0,0.3064920932876771,0.6046468144854167
maps,20.037105751391465,0.0006324688335861667,14.629437526981913,0.06720609738213806,0.0,0.0,0.0,0.0,0.011070713875988927,0.9545706893193371
pivx,20.111317254174395,0.0006328289418386375,14.035714327204898,0.06681968799291443,0.0,0.0,0.0,0.0,2.194893571598742,0.719275458509784
efinity,20.148423005565864,0.006777293163468058,14.409454643678362,0.06627395227470469,0.0,100.0,0.0,0.0,0.060016304092208386,0.8749357992115976
urus,20.18552875695733,0.0045534119093134685,22.890912352207494,0.06598173421445117,100.0,0.0,0.0,0.0,1.1455281551207201,91.42680751758232
aragon-court,20.222634508348794,0.000184738727164319,16.418995875949363,0.06479296839800085,0.0,0.0,0.0,0.0,2.194893571598742,0.36424609487786835
well-token,20.25974025974026,0.00034526744910908733,7.50972651475581,0.06486584964332616,100.0,0.0,0.0,0.0,0.20100244014136562,0.3422185104729842
nuls,20.296846011131723,0.02130300173040661,14.299725738788936,0.06427968528268058,0.0,0.0,0.0,100.0,1.9575673146546921,0.4666438896923893
nexus,20.333951762523192,0.0017884154764721627,12.587696450725105,0.06407332210569423,0.0,0.0,0.0,100.0,2.194893571598742,0.6464994764377487
adapad,20.371057513914657,0.006564012826401717,14.990003554782762,0.0631995026529281,0.0,0.0,0.0,0.0,2.194893571598742,0.6937457988196395
vidt-datalink,20.445269016697587,0.02601500241771609,15.634930124932048,0.06281472568081525,100.0,100.0,0.0,0.0,1.8904874801873337,0.919068072550768
mithril,20.482374768089052,0.01173938677814069,13.19179944925432,0.06230806479369632,0.0,0.0,0.0,0.0,2.194893571598742,0.04506156677230798
bitrue-coin,20.51948051948052,0.010413735427088292,18.869656372919664,0.062474496619358263,0.0,0.0,0.0,0.0,0.40261399874894505,0.3001698029109219
archer-dao-governance-token,20.556586270871986,0.012523791667053006,8.917921741613558,0.0614277786711919,0.0,0.0,0.0,0.0,0.29035051581685,3.35722893016507
impossible-decentralized-incubator-access,20.59369202226345,0.002410311398123953,12.919347042756607,0.0613911163341114,100.0,0.0,100.0,0.0,0.09866942761905947,0.9866321153460812
dexe,20.630797773654916,0.015725016790683843,14.223205104490434,0.06080189482788515,100.0,0.0,100.0,0.0,0.0778381307047907,12.831723867366874
ultiledger,20.66790352504638,9.189935088554448e-05,12.19034498018571,0.05989005572818927,0.0,0.0,0.0,0.0,1.3834411855852364,0.015270220350049418
particl,20.705009276437846,1.886999425080105e-05,17.839055540793552,0.05924482443597085,0.0,0.0,0.0,0.0,2.1902511697460403,3.703015441502828
aleph-im,20.742115027829314,0.0025324157576068007,12.31655012843244,0.05899726236940521,100.0,0.0,0.0,100.0,0.4804167355829488,0.3898032748812525
latoken,20.77922077922078,3.2792427601632956e-05,13.218885519208657,0.05894423956091381,0.0,0.0,0.0,0.0,2.0857168514074718,0.1121504997960052
spartan-protocol,20.816326530612244,0.0019296641399064692,14.92679999251842,0.05893606852688517,100.0,0.0,0.0,0.0,1.9472707030441703,0.5671910553213427
unifi-protocol-dao,20.85343228200371,0.017700633455748765,13.516615506585374,0.05864991034210477,100.0,0.0,100.0,0.0,1.0225645050795216,9.103933000195248
boson-protocol,20.890538033395174,0.0033210090652719547,13.21862585239901,0.05833948130363881,0.0,100.0,0.0,0.0,0.47181642561860104,0.981204865924383
populous,21.001855287569573,0.0030299890495012116,11.353081045480256,0.05816684067729512,0.0,0.0,0.0,0.0,2.194893571367489,0.7899517270757793
mstable-usd,21.076066790352503,0.00028314062561672447,13.0064040454509,0.05699260506855763,0.0,0.0,100.0,0.0,2.194893571598742,1.003201724224427
perlin,21.11317254174397,0.004600427894317143,13.332716700003997,0.057833920708977665,100.0,0.0,0.0,0.0,1.042877881916096,0.08519581749034816
umbrella-network,21.150278293135436,0.011485647504449905,18.00086265260186,0.05750480166075034,100.0,0.0,100.0,0.0,1.6682686217965264,0.5615423418463461
gxchain,21.224489795918366,0.011605457179514939,11.812151603070014,0.05680452484886495,0.0,0.0,0.0,0.0,1.6524982921417224,0.5477533330797142
vite,21.26159554730983,0.012495525324945708,14.05763910249244,0.05689518695917976,100.0,0.0,0.0,0.0,1.0518575787654318,0.0839499915328312
ferrum-network,21.335807050092765,0.001235852793369153,14.576069575339563,0.056011863118870506,0.0,0.0,100.0,0.0,2.010966720936187,0.2643227995901389
rainicorn,21.37291280148423,0.00042409772137395283,10.40552367786957,0.055613737030640015,100.0,0.0,0.0,0.0,0.9897623484797077,0.08918727164608117
raiden-network-token,21.410018552875695,0.003637944690229402,16.724547332468816,0.054784825882052045,0.0,0.0,0.0,0.0,1.4660206546169297,0.593180957240928
revv,21.44712430426716,0.002087242816526703,14.388925804814576,0.05523544795066145,100.0,100.0,0.0,0.0,0.2034957380759732,0.14355366358775637
pepe-cash,21.484230055658628,5.0389974668549626e-05,15.09939989315851,0.05606635282296378,0.0,0.0,0.0,0.0,2.194893571598742,0.057769753927306565
cvcoin,21.521335807050093,0.00024117723564566815,3.354409659651017,0.05571269605141019,0.0,0.0,0.0,0.0,1.811630631442468,3.254362804571603
coinex-token,21.595547309833023,0.004562202864553694,13.720780854954599,0.053439136423566895,0.0,0.0,0.0,0.0,0.2672873119767424,0.05453835253150038
v-systems,21.632653061224488,0.001796711526994979,12.96494124137677,0.05328026982461315,0.0,0.0,0.0,0.0,1.2143592740621891,0.016173050874268614
airswap,21.669758812615957,0.0026636209297769813,14.453746635123272,0.052954404381400026,0.0,0.0,100.0,0.0,0.6583941990481894,0.2553143875112281
polkamon,21.70686456400742,0.0030575513521533537,10.150199050734798,0.052470702787294966,100.0,100.0,0.0,0.0,0.8025181139294841,11.169898731828122
selfkey,21.743970315398887,0.02082637959732023,13.128674409377949,0.052179082325439316,0.0,0.0,0.0,0.0,1.7485659226876404,0.007894707024347867
epik-protocol,21.85528756957328,0.0007748151166040773,11.877342806706444,0.05173438039213931,0.0,0.0,0.0,0.0,2.194893571598742,0.8465583827975508
cortex,21.89239332096475,0.012769250981287958,11.59771512957393,0.051321334428645095,0.0,0.0,0.0,100.0,1.3484059496750584,0.20152174379509546
shopping,21.929499072356215,0.0007935392594584246,12.991017319665207,0.051356988973546465,100.0,0.0,0.0,0.0,2.0345689763860886,40.06857723001258
hackenai,21.96660482374768,0.006873648462449102,14.471734431553045,0.0511385917440349,100.0,0.0,0.0,0.0,0.9913035605153339,0.08188328365420233
vesper,22.003710575139145,0.0008974819141526338,12.110811180763077,0.050660285923739674,0.0,0.0,100.0,0.0,1.0879026597612085,7.391541398164886
kylin,22.04081632653061,0.0008747266396543916,13.515484529723986,0.05038437078341204,0.0,0.0,0.0,0.0,0.3395173790506747,0.23550411185359857
lotto,22.07792207792208,3.6406960293015836e-06,14.747890656882655,0.04990746038627423,0.0,0.0,0.0,0.0,2.194893571598742,0.018046829940813264
stablexswap,22.115027829313544,3.834218747099275e-07,14.368884483900217,0.04989542568623138,100.0,0.0,0.0,0.0,1.4262932023542743,2.6442364944323797
moviebloc,22.15213358070501,0.03146451231115561,14.073111225737835,0.04962347452216961,0.0,0.0,0.0,0.0,0.30722531831063143,0.00854396879574614
chain-guardians,22.22634508348794,0.0028988687300720373,12.457138608561893,0.04867854376840143,0.0,100.0,0.0,0.0,0.6469254750649249,0.9952483604545566
get-protocol,22.300556586270872,0.00044081238476031444,14.26718033378529,0.04890990868832477,0.0,100.0,0.0,0.0,1.0695789956204367,3.1060280235673785
reflexer-ungovernance-token,22.337662337662337,0.0012882338594696016,15.25465308453274,0.04875987942641766,0.0,0.0,100.0,0.0,0.26983696578654526,286.7421676723903
solrise-finance,22.374768089053802,0.0013116138235812387,12.812281466793172,0.04890402558377501,0.0,0.0,100.0,0.0,0.0977526752684272,0.7933183605040307
hoge-finance,22.411873840445267,0.0003100254574991162,13.527971108812615,0.04919125390049174,100.0,0.0,0.0,0.0,2.194893571598742,8.784195091244955e-05
nimiq,22.448979591836736,0.0013539097090424928,14.09032887470186,0.04852369927333826,0.0,0.0,0.0,100.0,2.045242202761403,0.004180114890814867
apy-finance,22.4860853432282,0.0006405287016387949,13.95733926156814,0.04848854377934666,0.0,0.0,100.0,0.0,0.9960895968814453,0.7726717416506897
aioz-network,22.523191094619666,0.0008964457108552236,11.829429041392851,0.04846070203617066,100.0,0.0,0.0,0.0,0.30644845810518473,0.2509475961940642
lightning,22.56029684601113,0.000838659962436663,16.6970308598896,0.04830847375444463,100.0,0.0,0.0,0.0,1.410613631269628,0.5436045944600227
cumrocket,22.67161410018553,0.000736545474050337,13.480288271616468,0.04760724999325469,100.0,100.0,0.0,0.0,2.194893571598742,0.02607501406483924
freeway-token,22.708719851576994,0.001875622770491563,14.722524447664481,0.04781450096021855,100.0,0.0,0.0,0.0,0.880994744956869,0.008614594533706142
fusion,22.74582560296846,0.0020805802795343066,10.95471286936724,0.047485277679689235,0.0,0.0,100.0,0.0,2.194893571598742,0.4922772212751077
dxchain-token,22.782931354359924,2.8114373648740867e-05,11.707293422685842,0.047463084480587524,0.0,0.0,0.0,0.0,1.097394019770031,0.0006865185732849759
wing,22.857142857142858,0.008301416819955559,12.859456046669862,0.0473196283645278,0.0,0.0,100.0,0.0,1.4020441348397081,17.20091552731835
polkafoundry,22.894248608534323,0.0008351458453732074,15.790126375085428,0.04757235820412234,0.0,0.0,0.0,0.0,0.35176793089122493,1.0730965844020142
quantstamp,22.968460111317253,0.0006882667333527395,14.572904441246335,0.04696445322538705,0.0,0.0,0.0,0.0,1.6044895284887282,0.04758368501226793
pangolin,23.042671614100186,0.0027604069903061335,11.363221868867607,0.0463140579624353,0.0,0.0,0.0,0.0,0.08711786948312822,1.5667462848185085
benqi,23.07977736549165,0.007848515818450627,10.463329415952073,0.04599542140055697,0.0,0.0,0.0,0.0,0.09918525240841572,0.10213496065173046
aeternity,23.116883116883116,0.006110356785357571,11.07209128754843,0.04523495145552698,0.0,0.0,0.0,100.0,1.9371205272536263,0.09500238831611273
bux-token,23.15398886827458,0.001097330153213859,20.426521659770195,0.04546512906829088,100.0,0.0,0.0,0.0,1.6638676274937658,0.5678468150504035
epns,23.191094619666046,0.001764448176132394,13.011102312780775,0.04522777807952612,0.0,0.0,0.0,0.0,0.24589278064849376,2.9186008415835936
vertcoin,23.228200371057515,0.0006308061104700332,14.226808146015355,0.044724149576948355,0.0,0.0,0.0,100.0,2.194893571598742,0.5214821641748404
unilend,23.26530612244898,0.012137965676386524,15.36578286568221,0.04454268488957633,0.0,0.0,100.0,0.0,0.681497977054793,1.0374004808649175
cellframe,23.302411873840445,0.0016595881586545604,12.04521939126847,0.04513408198649634,0.0,0.0,0.0,0.0,1.8806394807009166,1.2811747485881204
phoenix-global,23.33951762523191,0.0018024125183274632,14.038402265662022,0.044233371369669795,100.0,0.0,100.0,0.0,2.194893571598742,0.008697801406804874
blockv,23.376623376623375,2.190093710751011e-05,13.078662328709102,0.04418553496597241,0.0,100.0,0.0,0.0,2.053133212821756,0.00936901041350277
fibos,23.487940630797773,0.0016634656758834267,6.317814689798902,0.043228760031778946,0.0,0.0,0.0,100.0,2.1863675108747285,0.02917500698697921
pnetwork,23.562152133580703,0.010703022668326867,13.205725665229584,0.04352738481516179,100.0,100.0,100.0,0.0,0.9098874664429956,0.9382307051322668
asta,23.59925788497217,0.0002640006822215857,11.18247312771484,0.04458889454375881,0.0,0.0,0.0,0.0,1.3166831091839089,0.017918070057808235
sparkpoint,23.636363636363637,0.0004765895210384095,13.496971169392992,0.04325804801085367,100.0,0.0,0.0,0.0,1.3090587411741434,0.003818000283849406
revomon,23.710575139146567,0.00044518160077645073,19.45721681454511,0.043230987855907656,100.0,100.0,0.0,0.0,2.194893571598742,0.31265348128153964
nafter,23.896103896103895,0.011052009242062727,11.910079546539638,0.04236370775682301,100.0,100.0,0.0,0.0,1.0973940197769187,0.061276291725497006
oxen,23.93320964749536,0.0001754960551391354,13.056953466087673,0.04199977794200995,0.0,0.0,100.0,0.0,2.194893571598742,0.547826530449799
hapi-one,23.970315398886825,0.0036184970389571735,18.826568323797392,0.04185122047814362,100.0,0.0,0.0,0.0,2.0796510715808902,70.68517180631582
bosagora,24.007421150278294,0.0011513123173288742,13.628412495605426,0.04192226268041361,0.0,0.0,0.0,0.0,1.4807629575949264,0.09986625997581954
xeno-token,24.04452690166976,0.04775229879092695,13.592440758477483,0.041776150242324346,0.0,100.0,0.0,0.0,0.3889433180890943,0.08117235274984323
solve,24.081632653061224,0.0006867352936899745,13.58631651420354,0.04108812767247245,0.0,0.0,0.0,0.0,0.8939656147101056,0.07295377419804171
vegaprotocol,24.11873840445269,0.01228698469150034,13.669699840675712,0.04124433213408175,0.0,0.0,100.0,0.0,0.05541154124177553,18.14385723699245
galatasaray-fan-token,24.155844155844154,0.00370327970398043,12.729534478150715,0.04082106556555797,0.0,0.0,0.0,0.0,0.7698062075516507,8.416800333994587
atletico-de-madrid-fan-token,24.192949907235622,0.006641514136216143,12.430866324913982,0.04071265575067213,0.0,0.0,0.0,0.0,0.4579863908873172,14.108488361538125
convergence,24.230055658627087,0.0014390258644997836,12.630761638629947,0.04065564257722227,0.0,0.0,0.0,0.0,0.2241986119555494,0.028773139256166515
nav-coin,24.267161410018552,0.009401447091058914,16.27763211723888,0.03998087009375619,100.0,0.0,0.0,0.0,2.194893571598742,0.4030933135815661
cindicator,24.304267161410017,0.00025472354337659,13.262500465371195,0.03994436004643273,0.0,0.0,0.0,0.0,2.1948935715976754,0.014444257272584205
grin,24.37847866419295,0.003845476966521519,15.156298606993808,0.04156917699252053,0.0,0.0,0.0,100.0,2.194893571598742,0.35284818668509677
ac-milan-fan-token,24.415584415584416,0.011495750532661868,12.56722117255071,0.04005057849064853,0.0,0.0,0.0,0.0,0.34463795417462145,9.221185592492017
faraland,24.45269016697588,0.0024969274744059337,12.610064706418065,0.039778882896694394,100.0,100.0,0.0,0.0,0.2493248033764097,2.5322041061226552
usdk,24.489795918367346,0.20703253420690854,12.939495732585353,0.0396218343602995,0.0,0.0,0.0,0.0,2.194893571598742,1.0019299777637234
sentivate,24.52690166975881,0.0007341112641135473,17.06976006429144,0.039497531113671,0.0,0.0,0.0,0.0,1.8727123762817275,0.00797130525990766
finxflo,24.56400742115028,0.0004979389398958964,11.346203085184058,0.039505113610437535,100.0,0.0,0.0,0.0,1.050685797800746,0.3978779813633186
synthetify,24.601113172541744,0.0005325925757673852,12.88115484676339,0.039522665866612315,0.0,0.0,100.0,0.0,0.1233631675350505,5.081520449686112
hypercash,24.71243042671614,0.0059249159963425104,11.720263501935396,0.039055368668173635,0.0,0.0,0.0,100.0,2.194893571598742,0.626678823633819
gifto,24.749536178107608,0.008758631038106878,14.01654980594904,0.03863570154869476,0.0,0.0,0.0,0.0,1.6905637273989162,0.03627730082156323
bitkan,24.786641929499073,0.000758319623376628,12.32646354300083,0.03867415455967958,0.0,0.0,0.0,0.0,1.9748587815502023,0.0031086109591319105
exeedme,24.860853432282003,0.0009909379467945689,12.689686232569375,0.038272243953215115,100.0,0.0,0.0,0.0,1.4127714690384467,0.430015986655749
wirex-token,24.935064935064936,0.023592375359120715,12.539334403394415,0.03753291320661549,0.0,0.0,0.0,0.0,1.0536037877656466,0.005654535388729582
waykichain,25.009276437847866,0.006666485150637925,11.816895172900507,0.03736999333868631,0.0,0.0,0.0,0.0,2.194893571598742,0.12869893452234105
smart-mfg,25.04638218923933,0.0003717836604417419,23.382303076155722,0.03731680085001665,0.0,100.0,100.0,0.0,0.7839419486458825,0.08699980092026745
babb,25.12059369202226,0.0005895977231884185,12.845742022700191,0.03634755805643171,0.0,0.0,0.0,0.0,2.1877598245120464,0.0005274616179789933
darwinia-network,25.194805194805195,0.010590773718873306,13.646948918689931,0.03801971962986,0.0,0.0,0.0,0.0,0.5264672530029335,0.05514663420076306
erc20,25.23191094619666,1.2042075482940828e-05,17.237519194710472,0.03694318833012336,100.0,100.0,100.0,0.0,0.19045964905053378,0.023673000563688654
dogelon,25.269016697588125,0.0004620308763788927,13.088336361366505,0.03672343027399676,0.0,0.0,0.0,0.0,1.0685671708834914,5.455122436832e-08
validity,25.34322820037106,0.0010850440339760974,12.534579227662332,0.036471714830261064,0.0,0.0,0.0,0.0,2.1940746954242276,5.984590144185648
waves-enterprise,25.49165120593692,0.0004502975282833925,16.3467727723652,0.03638107534423181,0.0,0.0,0.0,0.0,0.2301823763765411,0.626975546811568
mirrored-apple,25.528756957328387,7.930380411467942e-05,12.530569937890059,0.03629473409806135,0.0,0.0,0.0,0.0,2.194893571598742,144.67571908919086
nftb,25.565862708719852,0.0071580524947723835,27.416155395555023,0.0362870863311103,100.0,100.0,0.0,0.0,0.233145004706882,0.24701457121753617
mirrored-ishares-silver-trust,25.602968460111317,1.1069032694252816e-05,12.760205227627939,0.03616796152009544,0.0,0.0,0.0,0.0,2.194893571598742,21.033698040056684
binamon,25.64007421150278,0.017984767440661648,11.247097216792252,0.03615241091554263,100.0,100.0,0.0,0.0,1.093579236638317,0.22646467711468454
rubic,25.677179962894247,0.0011249370809395497,15.809163176358553,0.035956967466498915,100.0,0.0,100.0,0.0,1.9116678808060135,0.24078611011792875
deapcoin,25.714285714285715,0.01220607482693517,14.389375945432844,0.03612456378519054,100.0,100.0,0.0,0.0,0.25346721059597643,0.007538503735504365
measurable-data-token,25.75139146567718,0.006914210824099499,15.020370156919736,0.035773237379256466,0.0,0.0,0.0,0.0,1.4840585043149614,0.0382633455395251
cocos-bcx,25.82560296846011,0.007320076813835294,13.665536268451168,0.03604283676719991,0.0,100.0,0.0,0.0,0.9221423939431932,0.6204084398621722
skycoin,25.862708719851575,0.0008322979598991286,15.349325203014478,0.035170369725710734,0.0,0.0,0.0,0.0,1.8436937150157586,1.2112402733863008
dforce,25.93692022263451,0.018918487555436094,10.240706781017538,0.035042170967647196,0.0,0.0,100.0,0.0,0.25183327728789817,0.22081277048243605
antimatter,25.974025974025974,0.0016376658363961975,20.861317580653434,0.03497143538333389,100.0,0.0,100.0,0.0,0.6495215394698489,0.8545874151197113
nest-protocol,26.048237476808904,0.003183703437960626,11.615018918491108,0.03460385853418156,0.0,0.0,100.0,0.0,0.4410649193567729,0.012479020518451981
wownero,26.085343228200372,0.0003219307343461882,16.615185063569104,0.034819982122659576,0.0,0.0,0.0,0.0,2.194893571598742,0.4838216891411925
mirrored-twitter,26.122448979591837,3.707036673322755e-05,12.084314087849545,0.03475903941721287,0.0,0.0,0.0,0.0,2.194893571598742,63.13823615411509
venus-reward-token,26.159554730983302,0.0015249559454314906,13.662860959122622,0.034028059378599124,100.0,0.0,0.0,0.0,1.6095590929810015,0.001118634883057121
router-protocol,26.196660482374767,0.001577277474584103,14.492442698618952,0.03450211299307214,0.0,0.0,0.0,0.0,0.8003397557858052,3.42130292713972
qash,26.270871985157697,0.0003016540123433679,13.906570375513425,0.03521631581879254,0.0,0.0,0.0,0.0,0.7681441542303717,0.07276935193355581
nash-exchange,26.307977736549166,0.00023620216024948406,17.997971530093587,0.034096653736148855,0.0,0.0,100.0,0.0,1.2802901689889041,0.8454838715279913
